0.319255	-3.57139E-05	-0.00024306	-7.60206E-07	0.739639
0.132143	-5.90925E-05	-0.000155051	2.35555E-06	37.5955
-0.0484108	-9.01198E-05	-0.000118125	3.2364E-07	0.802645
-0.0120789	-0.000146909	-0.000601543	1.27179E-06	115.247
0.0126513	3.96003E-05	0.000159862	-5.20854E-07	-25.4692
-0.0268496	-4.83717E-05	-0.000130516	1.09588E-06	21.5491
0.0206249	-8.69596E-05	-9.60795E-05	-6.08153E-07	4.66026
0.0152114	5.96561E-05	-2.43993E-05	-4.68188E-08	-4.90583
0.0166084	-6.77429E-05	0.000123822	-2.40246E-07	3.25741
0.00245675	-0.000021889	1.97596E-05	1.24943E-08	1.75522
0.0104949	4.39934E-05	-0.000134451	-2.74721E-07	-4.25014
0.00756693	-3.60314E-05	0.000232802	-5.0166E-08	1.1985
0.335329	-3.81355E-05	-0.000268118	-8.26672E-07	0.739639
0.131974	-6.22653E-05	-0.000180684	2.49686E-06	37.5955
-0.0412113	-0.000093462	-0.000130472	2.74493E-07	0.802645
-0.0105686	-0.000157515	-0.000684736	1.50722E-06	115.247
0.0123056	4.32923E-05	0.000181326	-6.22583E-07	-25.4692
-0.0252606	-5.16319E-05	-0.000150387	1.15328E-06	21.5491
0.0160988	-8.86624E-05	-0.000101596	-6.38067E-07	4.66026
0.0125684	6.15686E-05	-2.62547E-05	-1.20502E-08	-4.90583
0.0132119	-6.76507E-05	0.000126153	-2.97868E-07	3.25741
0.00191292	-2.26687E-05	2.11441E-05	8.85607E-08	1.75522
0.00929737	4.35872E-05	-0.00013101	-1.90224E-07	-4.25014
0.00648991	-3.44949E-05	0.000228555	-7.35939E-08	1.1985
0.349186	-4.04503E-05	-0.000292922	-8.97853E-07	0.739639
0.131835	-6.52019E-05	-0.00020775	2.61867E-06	37.5955
-0.0327118	-9.60089E-05	-0.000142645	2.13819E-07	0.802645
-0.0103537	-0.000167839	-0.000771955	1.86059E-06	115.247
0.0112736	4.65832E-05	0.000203271	-6.29326E-07	-25.4692
-0.0235586	-5.47825E-05	-0.000170948	1.20371E-06	21.5491
0.0116504	-8.96939E-05	-0.000106984	-6.90422E-07	4.66026
0.010756	6.30722E-05	-2.61229E-05	-5.51947E-08	-4.90583
0.00912508	-6.73073E-05	0.000126227	-2.71061E-07	3.25741
0.00288112	-2.27197E-05	2.27337E-05	-1.19918E-08	1.75522
0.00953666	4.32924E-05	-0.000124718	-2.59274E-07	-4.25014
0.00493295	-3.30329E-05	0.000222783	-3.41795E-08	1.1985
0.361338	-0.000042545	-0.000317315	-9.54505E-07	0.739639
0.130654	-6.78225E-05	-0.000236213	2.72444E-06	37.5955
-0.0236116	-0.000097673	-0.000154763	1.5267E-07	0.802645
-0.00870272	-0.000177072	-0.000861638	2.10966E-06	115.247
0.0111344	0.000049928	0.000226733	-7.15108E-07	-25.4692
-0.0210936	-5.74736E-05	-0.00019205	1.2434E-06	21.5491
0.00786419	-8.99243E-05	-0.000112474	-7.1596E-07	4.66026
0.00925357	6.39651E-05	-2.45099E-05	-3.9405E-08	-4.90583
0.00701018	-6.59691E-05	0.000125227	-3.31846E-07	3.25741
0.00218367	-2.31059E-05	2.16588E-05	9.31018E-08	1.75522
0.0100394	4.26271E-05	-0.000116206	-1.96533E-07	-4.25014
0.00578335	-3.07929E-05	0.000217072	-1.15896E-07	1.1985
0.372021	-4.44934E-05	-0.000341398	-1.03553E-06	0.739639
0.128708	-7.03354E-05	-0.000266913	2.82226E-06	37.5955
-0.0147238	-9.88841E-05	-0.000166719	6.59476E-08	0.802645
-0.00716574	-0.000185949	-0.000954996	2.4913E-06	115.247
0.0106076	5.29986E-05	0.00025161	-7.24167E-07	-25.4692
-0.0183764	-6.01053E-05	-0.000214347	1.28873E-06	21.5491
0.00410571	-8.96434E-05	-0.000116836	-7.60273E-07	4.66026
0.00735267	6.40841E-05	-2.42141E-05	-7.99652E-08	-4.90583
0.00486196	-6.45676E-05	0.000124091	-3.01589E-07	3.25741
0.00112157	-2.31489E-05	2.08002E-05	3.75314E-09	1.75522
0.00891087	4.14373E-05	-0.000108723	-2.45103E-07	-4.25014
0.00566094	-2.88358E-05	0.000209944	-6.63258E-08	1.1985
0.38128	-4.62912E-05	-0.000365782	-1.08516E-06	0.739639
0.126331	-7.27631E-05	-0.000298827	2.91801E-06	37.5955
-0.00571407	-0.000099529	-0.000179277	-1.46676E-08	0.802645
-0.00629003	-0.000194643	-0.00105289	2.79661E-06	115.247
0.00936242	0.000055733	0.00027665	-8.12417E-07	-25.4692
-0.0159204	-6.25963E-05	-0.000237891	1.31418E-06	21.5491
0.000617238	-8.89672E-05	-0.000122463	-7.67957E-07	4.66026
0.00523547	6.41331E-05	-2.15047E-05	-6.9666E-08	-4.90583
0.00235659	-6.30299E-05	0.000119329	-3.53871E-07	3.25741
0.000908827	-0.000022728	1.92299E-05	8.18337E-08	1.75522
0.0072635	4.05059E-05	-9.93467E-05	-1.78827E-07	-4.25014
0.00396479	-2.70068E-05	0.000200546	-1.21593E-07	1.1985
0.388571	-4.79718E-05	-0.000389743	-1.15583E-06	0.739639
0.124471	-7.50035E-05	-0.000332306	3.0135E-06	37.5955
0.00359908	-9.98973E-05	-0.000191613	-9.04251E-08	0.802645
-0.00620535	-0.000202823	-0.00115497	3.23188E-06	115.247
0.00792121	5.88082E-05	0.000302135	-7.92607E-07	-25.4692
-0.0136192	-6.48883E-05	-0.000262598	1.38074E-06	21.5491
-0.00220217	-8.80181E-05	-0.000126937	-7.72319E-07	4.66026
0.00410191	6.36717E-05	-1.88093E-05	-7.08221E-08	-4.90583
