Time,Conc.1,Conc.2,Conc.3,Conc.4,BF1,BF2,BF3,BF4,TS,MTH Conc.1,MTH Conc.2,MTH Conc.3,MTH Conc.4,MTH BF1,MTH BF2,MTH BF3,MTH BF4,MTH TS,Averaged Signal,QCL Voltage,Device Temp.,Board Temp.,Peltier Temp.,Peltier Current,Peltier Voltage,Cell Temp.,TCS Temp.,Air Press.,Cell Press.,Preamp Temp,Averaged Zero,Temp. Shift,Residual,Setting Param.,Ite.Nm2 Conc.1,Ite.Nm3 Conc.1
299.5,51.339466,-409.740082,1390.761597,-158961.9375,1.012843,1,1,1,0.00781,0,0,0,0,0,0,0,0,0,1.669515E+7,9.613588,33.675335,36.222942,42.115593,0.208071,0.262837,70.03125,31.279297,100.664352,25.993759,30.524113,3059659,0.144212,0.012749,0,2570.082031,2570.082031
299.6,51.217598,-285.633148,1294.156982,-170041,1.013377,1,1,1,0.007898,0,0,0,0,0,0,0,0,0,1.669191E+7,9.611898,33.658039,36.214066,42.083073,0.20767,0.261769,69.987305,31.262695,100.664352,26.002151,30.524113,3057798,0.144212,0.010891,0,4638.221191,4638.221191
299.7,51.137749,-145.452682,1385.563354,-154875.671875,1.01404,1,1,1,0.007907,0,0,0,0,0,0,0,0,0,1.668601E+7,9.620347,33.666687,36.212288,42.049313,0.208205,0.262226,69.987305,31.262695,100.664352,26.000626,30.523195,3059783,0.143833,0.012814,0,3279.589355,3279.589355
299.8,51.418213,-347.889923,1323.248169,-143601.671875,1.013995,1,1,1,0.008059,0,0,0,0,0,0,0,0,0,1.66877E+7,9.620347,33.666687,36.212288,42.049313,0.208205,0.262226,69.987305,31.262695,100.664352,26.000626,30.521944,3059937,0.143833,0.022595,0,3934.525879,4961.753418
299.9,51.292351,-486.236053,1328.168579,-157497.015625,1.012715,1,1,1,0.008158,0,0,0,0,0,0,0,0,0,1.667696E+7,9.620347,33.666687,36.212288,42.049313,0.208205,0.262226,69.987305,31.262695,100.664352,26.001579,30.521944,3055799,0.143833,0.034566,0,4957.579102,7517.472656
300,51.120064,284.978149,1260.149658,-157011.6875,1.012897,1,1,1,0.008257,0,0,0,0,0,0,0,0,0,1.667465E+7,9.620347,33.666687,36.212288,42.049313,0.208205,0.262226,69.987305,31.262695,100.664352,25.995762,30.518772,3054197,0.143833,0.009247,0,3747.414795,3894.616455
300.1,51.208652,-644.260254,1399.891113,-161651.75,1.013095,1,1,1,0.008374,0,0,0,0,0,0,0,0,0,1.667104E+7,9.620347,33.666687,36.212288,42.049313,0.208205,0.262226,69.987305,31.262695,100.664352,25.994617,30.526867,3060878,0.143833,0.012317,0,3254.928955,5692.142578
300.2,51.24255,-494.182159,1374.479492,-151913.140625,1.013651,1,1,1,0.008408,0,0,0,0,0,0,0,0,0,1.666925E+7,9.620347,33.666687,36.212288,42.049313,0.208205,0.262226,69.987305,31.262695,100.664352,25.995619,30.523697,3060621,0.143833,0.017311,0,4397.944824,5614.896484
300.3,51.276451,-344.104065,1349.067993,-142174.546875,1.014206,1,1,1,0.008443,0,0,0,0,0,0,0,0,0,1.666746E+7,9.620347,33.666687,36.212288,42.049313,0.208205,0.262226,69.987305,31.262695,100.664352,25.99662,30.520525,3060364,0.143833,0.022305,0,5540.960937,5537.650879
300.4,51.457912,-959.865173,1528.571533,-141789.78125,1.014394,1,1,1,0.008684,0,0,0,0,0,0,0,0,0,1.666339E+7,9.617249,33.675335,36.228271,42.109337,0.207402,0.262226,69.987305,31.262695,100.664352,25.997478,30.521193,3054773,0.143833,0.034452,0,3798.893066,3798.893066
300.5,51.368492,-593.46759,1434.601685,-141325.03125,1.014563,1,1,1,0.008705,0,0,0,0,0,0,0,0,0,1.666459E+7,9.613447,33.671875,36.222946,42.108711,0.207603,0.261769,69.987305,31.262695,100.664352,25.99786,30.522444,3054949.5,0.143833,0.030076,0,3082.292969,3082.292969
300.6,51.279076,-227.069977,1340.631958,-140860.28125,1.014732,1,1,1,0.008726,0,0,0,0,0,0,0,0,0,1.666579E+7,9.609645,33.668415,36.217617,42.108086,0.207804,0.261311,69.987305,31.262695,100.664352,25.998241,30.523695,3055126,0.143833,0.0257,0,2365.693115,2365.693115
300.7,51.168953,-48.96489,1348.082886,-133302.78125,1.014656,1,1,1,0.008741,0,0,0,0,0,0,0,0,0,1.667078E+7,9.609645,33.658039,36.215839,42.100582,0.209008,0.262379,70.00293,31.269531,100.664352,25.995571,30.523695,3055889,0.143833,0.013245,0,4318.903809,4318.903809
300.8,51.273708,-55.986843,1372.200684,-133427.59375,1.014327,1,1,1,0.0087,0,0,0,0,0,0,0,0,0,1.666468E+7,9.616123,33.670147,36.212288,42.118095,0.207938,0.260853,70.00293,31.269531,100.664352,26.003868,30.520691,3055036,0.143833,0.010528,0,1441.929932,1441.929932
300.9,51.286404,-389.837799,1440.608032,-134052.375,1.013426,1,1,1,0.00871,0,0,0,0,0,0,0,0,0,1.667933E+7,9.61049,33.670147,36.212288,42.118095,0.207938,0.260853,70.00293,31.269531,100.664352,25.994999,30.517939,3053047,0.143833,0.021055,0,2306.188721,2306.188721
301,51.405766,-786.606323,1466.270386,-149368.046875,1.013443,1,1,1,0.008635,0,0,0,0,0,0,0,0,0,1.668147E+7,9.616123,33.663227,36.214066,42.036812,0.208071,0.261616,70.00293,31.269531,100.664352,25.99538,30.517939,3051366,0.143833,0.024038,0,3455.030518,3455.030518
301.1,51.131363,-287.594696,1357.954102,-142756.734375,1.013497,1,1,1,0.008618,0,0,0,0,0,0,0,0,0,1.667309E+7,9.616123,33.663227,36.214066,42.036812,0.208071,0.261616,70.00293,31.269531,100.664352,25.998623,30.514601,3057085,0.143833,0.024091,0,3000.56958,5447.513184
301.2,51.418777,-505.654572,1398.84021,-138706.8125,1.013753,1,1,1,0.008646,0,0,0,0,0,0,0,0,0,1.666588E+7,9.609081,33.671875,36.214066,42.145622,0.207135,0.261463,70.00293,31.269531,100.664352,25.998623,30.522444,3058489,0.143833,0.024525,0,3964.025391,3964.025391
301.3,51.291126,-497.544861,1461.633179,-135923.6875,1.013669,1,1,1,0.008658,0,0,0,0,0,0,0,0,0,1.667041E+7,9.611335,33.664959,36.201633,42.059315,0.20767,0.260548,70.00293,31.269531,100.664352,25.99147,30.522444,3056184,0.143833,0.031113,0,3038.205078,3038.205078
301.4,51.45422,-564.9375,1461.32373,-126172.078125,1.013765,1,1,1,0.008676,0,0,0,0,0,0,0,0,0,1.668497E+7,9.611335,33.664959,36.201633,42.059315,0.20767,0.260548,70.00293,31.269531,100.664352,25.99395,30.516855,3059067,0.143833,0.017236,0,2307.986328,2307.986328
301.5,51.240417,-388.882324,1356.679199,-132508.046875,1.013553,1,1,1,0.00862,0,0,0,0,0,0,0,0,0,1.669669E+7,9.61049,33.666687,36.212288,42.139366,0.208473,0.261311,70.00293,31.269531,100.664352,25.99395,30.516855,3057175,0.143833,0.020404,0,3343.983643,3343.983643
301.6,51.273006,-654.266357,1419.898315,-147956.09375,1.013609,1,1,1,0.008608,0,0,0,0,0,0,0,0,0,1.671289E+7,9.620629,33.663227,36.203411,42.038063,0.207402,0.261158,69.975586,31.266602,100.664352,25.998909,30.516855,3057983,0.143833,0.017161,0,5322.628906,5322.628906
301.7,51.265217,-481.544769,1433.880493,-158677.34375,1.013892,1,1,1,0.008713,0,0,0,0,0,0,0,0,0,1.670577E+7,9.620629,33.663227,36.203411,42.038063,0.207402,0.261158,69.975586,31.266602,100.664352,25.997765,30.524197,3056874,0.143833,0.028873,0,2307.193115,2307.193115
301.8,51.410793,-400.668762,1405.420166,-145530.515625,1.014158,1,1,1,0.008643,0,0,0,0,0,0,0,0,0,1.669835E+7,9.611616,33.664959,36.212288,42.14312,0.208339,0.260548,69.975586,31.266602,100.664352,25.992519,30.524197,3055951,0.143833,0.031347,0,3280.546387,3280.546387
301.9,51.356262,-597.032043,1502.734253,-130500.046875,1.014509,1,1,1,0.008659,0,0,0,0,0,0,0,0,0,1.668103E+7,9.611616,33.664959,36.212288,42.14312,0.208339,0.260548,69.975586,31.266602,100.664352,25.998432,30.518188,3053532,0.143833,0.022241,0,4434.937988,4434.937988
302,51.212639,-295.619659,1292.274658,-153822.59375,1.013888,1,1,1,0.008558,0,0,0,0,0,0,0,0,0,1.66788E+7,9.61218,33.673603,36.222942,42.103081,0.207001,0.261158,69.975586,31.266602,100.664352,26.003105,30.521776,3052457,0.143833,0.026676,0,2869.779053,2869.779053
302.1,51.470821,-446.304291,1407.025269,-145338.71875,1.01441,1,1,1,0.008576,0,0,0,0,0,0,0,0,0,1.665833E+7,9.61218,33.673603,36.222942,42.103081,0.207001,0.261158,69.975586,31.266602,100.664352,26.001865,30.521776,3053695,0.143833,0.017679,0,3729.00708,3729.00708
302.2,51.261848,-661.631409,1438.002319,-148510.40625,1.013809,1,1,1,0.008608,0,0,0,0,0,0,0,0,0,1.667676E+7,9.623446,33.670147,36.22472,42.041813,0.208071,0.261921,69.975586,31.266602,100.664352,26.004154,30.514437,3056910,0.143833,0.012873,0,4508.17334,4508.17334
302.3,51.372643,-490.226654,1440.284668,-135788.34375,1.01393,1,1,1,0.008639,0,0,0,0,0,0,0,0,0,1.668595E+7,9.616968,33.664959,36.217617,42.041813,0.208071,0.261921,69.975586,31.266602,100.664352,26.007683,30.5121,3057095,0.143833,0.026248,0,2232.566162,2232.566162
302.4,51.158669,-347.223816,1370.602417,-153487.015625,1.013903,1,1,1,0.00855,0,0,0,0,0,0,0,0,0,1.668446E+7,9.609645,33.659771,36.212288,42.076817,0.207938,0.261311,69.975586,31.266602,100.664352,25.997478,30.5121,3058185,0.143833,0.016306,0,3343.859619,3343.859619
302.5,51.261822,-637.612183,1378.990723,-159610.953125,1.013892,1,1,1,0.008457,0,0,0,0,0,0,0,0,0,1.666792E+7,9.609926,33.666687,36.19986,42.040562,0.209544,0.261616,69.975586,31.266602,100.664352,26.001389,30.520109,3053410,0.143833,0.019577,0,3007.829346,3007.829346
302.6,51.294903,-483.89563,1407.06311,-153765.5625,1.013146,1,1,1,0.008322,0,0,0,0,0,0,0,0,0,1.667005E+7,9.61049,33.664959,36.206963,42.069317,0.207402,0.260548,69.911133,31.250977,100.664352,26.001389,30.522945,3052743,0.143833,0.011921,0,3057.821533,4084.656006
302.7,51.283916,-468.079315,1350.101807,-147108.8125,1.013317,1,1,1,0.008272,0,0,0,0,0,0,0,0,0,1.667176E+7,9.61049,33.664959,36.206963,42.069317,0.207402,0.260548,69.911133,31.250977,100.664352,25.995285,30.522945,3055110,0.143833,0.019533,0,4090.320557,4090.320557
302.8,51.537315,-897.832581,1447.925659,-141289.859375,1.014129,1,1,1,0.00826,0,0,0,0,0,0,0,0,0,1.667596E+7,9.608236,33.671875,36.203411,42.090576,0.207135,0.261158,69.911133,31.250977,100.664352,26.000149,30.516354,3058026,0.143833,0.014285,0,4551.166016,4602.669922
302.9,51.319607,-54.260319,1344.802002,-141275.453125,1.014787,1,1,1,0.008243,0,0,0,0,0,0,0,0,0,1.667231E+7,9.623164,33.668415,36.198082,42.064316,0.207536,0.261158,69.911133,31.250977,100.664352,26.000149,30.516354,3054242,0.143833,0.0119,0,2719.813232,2719.813232
303,51.237686,-258.225616,1333.605713,-153497.140625,1.014785,1,1,1,0.008337,0,0,0,0,0,0,0,0,0,1.667455E+7,9.609364,33.664959,36.208736,42.08057,0.208607,0.261616,69.911133,31.250977,100.664352,25.997002,30.520941,3057270,0.143833,0.014464,0,2685.750488,2685.750488
303.1,51.447384,-604.185059,1401.440674,-170133.34375,1.0141,1,1,1,0.008422,0,0,0,0,0,0,0,0,0,1.667859E+7,9.618376,33.661499,36.203411,42.128105,0.20767,0.260395,69.911133,31.250977,100.664352,26.00444,30.52528,3057805,0.143833,0.022911,0,3165.545898,3165.545898
303.2,51.369473,-238.37114,1297.720459,-161219.96875,1.014356,1,1,1,0.008438,0,0,0,0,0,0,0,0,0,1.668858E+7,9.608519,33.664959,36.198082,42.124352,0.208875,0.262531,69.911133,31.250977,100.664352,25.997002,30.52528,3057627,0.143833,0.023456,0,3465.199951,5363.411621
303.3,51.334496,-704.218811,1420.550537,-157560.984375,1.014279,1,1,1,0.008327,0,0,0,0,0,0,0,0,0,1.667959E+7,9.609645,33.661499,36.187431,42.124352,0.207938,0.262379,69.911133,31.250977,100.664352,26.003677,30.515102,3056338,0.143833,0.026372,0,2634.44873,2634.44873
303.4,51.425125,-619.43457,1407.699219,-154514.6875,1.013919,1,1,1,0.008374,0,0,0,0,0,0,0,0,0,1.66701E+7,9.617249,33.668415,36.215839,42.108086,0.207938,0.261311,69.911133,31.250977,100.664352,25.996334,30.519526,3057231,0.143833,0.01963,0,4629.59082,4629.59082
303.5,51.272114,-241.007538,1307.966431,-144539.515625,1.013722,1,1,1,0.008322,0,0,0,0,0,0,0,0,0,1.667901E+7,9.612743,33.661499,36.203411,42.113091,0.208205,0.260853,69.911133,31.250977,100.664352,26.00425,30.519526,3056754,0.143833,0.015522,0,3410.72876,3410.72876
303.6,51.480034,-437.721619,1390.715332,-140318.59375,1.014614,1,1,1,0.008452,0,0,0,0,0,0,0,0,0,1.668324E+7,9.610209,33.666687,36.189205,42.110588,0.20767,0.260548,70.054687,31.251953,100.666084,26.000626,30.521694,3060181,0.143833,0.025585,0,4032.417969,4032.417969
303.7,51.170082,-373.175842,1395.699951,-139596.546875,1.014508,1,1,1,0.008364,0,0,0,0,0,0,0,0,0,1.669201E+7,9.609081,33.680523,36.187431,42.059315,0.208741,0.261616,70.054687,31.251953,100.666084,26.000626,30.525864,3056801,0.143833,0.022235,0,2921.770264,2921.770264
303.8,51.43428,-310.668945,1349.338013,-151887.609375,1.014438,1,1,1,0.008482,0,0,0,0,0,0,0,0,0,1.667984E+7,9.616686,33.666687,36.194534,42.129356,0.20767,0.260395,70.054687,31.251953,100.666084,26.002056,30.525864,3056241,0.143833,0.015372,0,4412.775879,4412.775879
303.9,51.106979,-142.252335,1335.789917,-145459.734375,1.013074,1,1,1,0.008423,0,0,0,0,0,0,0,0,0,1.667649E+7,9.609645,33.661499,36.189205,42.126854,0.207001,0.261463,70.054687,31.251953,100.666084,26.004536,30.526365,3056779,0.143833,0.016154,0,2262.192139,2262.192139
304,51.526512,-418.203918,1408.911377,-150743.515625,1.01386,1,1,1,0.008315,0,0,0,0,0,0,0,0,0,1.667993E+7,9.616405,33.663227,36.194534,42.08432,0.208339,0.261769,70.054687,31.251953,100.666084,26.004536,30.522278,3056889,0.143833,0.019518,0,5493.265137,4831.528809
304.1,51.33231,-47.014004,1226.519653,-162679.203125,1.014295,1,1,1,0.008211,0,0,0,0,0,0,0,0,0,1.666746E+7,9.613588,33.664959,36.203411,42.110588,0.208071,0.261616,70.054687,31.251953,100.666084,26.005203,30.522278,3056852,0.143833,0.019815,0,3284.293213,3284.293213
304.2,51.17532,-0.656963,1298.439819,-147762.296875,1.013613,1,1,1,0.008091,0,0,0,0,0,0,0,0,0,1.667353E+7,9.612461,33.661499,36.203411,42.146873,0.207804,0.26009,70.054687,31.251953,100.666084,26.000912,30.523443,3055707,0.143833,0.01889,0,3415.079834,3415.079834
304.3,51.165478,-112.965691,1319.745483,-167867.3125,1.013481,1,1,1,0.00822,0,0,0,0,0,0,0,0,0,1.666865E+7,9.609364,33.658039,36.190983,42.051811,0.208607,0.261616,70.054687,31.251953,100.666084,26.000912,30.523443,3051340,0.143833,0.030469,0,2410.793701,2410.793701
304.4,51.183258,-264.842316,1354.471558,-165065.90625,1.0129,1,1,1,0.008405,0,0,0,0,0,0,0,0,0,1.668063E+7,9.610771,33.654583,36.187431,42.129356,0.207804,0.261006,70.054687,31.251953,100.666084,25.998146,30.516354,3055617,0.143833,0.021123,0,2439.09375,2439.09375
304.5,51.344906,-136.72023,1316.613525,-164929.453125,1.013362,1,1,1,0.00841,0,0,0,0,0,0,0,0,0,1.666425E+7,9.612461,33.661499,36.189205,42.108086,0.207804,0.2607,70.054687,31.251953,100.666084,25.996143,30.520941,3055101,0.143833,0.018235,0,2147.066895,2147.066895
304.6,51.164139,-356.222107,1286.916138,-164349.15625,1.012366,1,1,1,0.008428,0,0,0,0,0,0,0,0,0,1.667436E+7,9.611898,33.671875,36.178555,42.048061,0.208875,0.261463,70.000977,31.223633,100.666084,25.996811,30.520941,3057001,0.143833,0.025178,0,2954.678711,2954.678711
304.7,51.238575,-317.59668,1368.487183,-155465.75,1.012409,1,1,1,0.008531,0,0,0,0,0,0,0,0,0,1.668252E+7,9.619502,33.668415,36.182106,42.070568,0.208339,0.260853,70.000977,31.223633,100.666084,25.998814,30.521944,3052436,0.143833,0.020019,0,1985.027588,1985.027588
304.8,51.273636,28.750431,1262.304199,-165412.84375,1.012282,1,1,1,0.008428,0,0,0,0,0,0,0,0,0,1.668593E+7,9.610771,33.654583,36.192757,42.125603,0.207001,0.2607,70.000977,31.223633,100.666084,25.998337,30.527784,3051891,0.143833,0.015953,0,3134.136963,2973.045898
304.9,51.249741,-549.478577,1430.221558,-135080.765625,1.013177,1,1,1,0.008484,0,0,0,0,0,0,0,0,0,1.668534E+7,9.612743,33.661499,36.192757,42.075569,0.208875,0.260548,70.000977,31.223633,100.666084,25.996143,30.527784,3058582,0.143833,0.039643,0,4245.25293,5669.724609
305,51.193478,-462.563049,1349.640625,-155587.453125,1.012524,1,1,1,0.00862,0,0,0,0,0,0,0,0,0,1.667637E+7,9.611898,33.654583,36.198082,42.100582,0.209008,0.262684,70.000977,31.223633,100.666084,26.001484,30.521193,3055332,0.143833,0.017927,0,3224.875732,4722.10791
305.1,51.209442,-501.169281,1381.915771,-154737.984375,1.013132,1,1,1,0.008691,0,0,0,0,0,0,0,0,0,1.668057E+7,9.611898,33.654583,36.198082,42.100582,0.209008,0.262684,70.000977,31.223633,100.666084,26.001484,30.520859,3059405,0.143833,0.0222,0,3752.546631,3752.546631
305.2,51.380604,-400.287323,1372.757202,-140676.953125,1.014108,1,1,1,0.008744,0,0,0,0,0,0,0,0,0,1.667467E+7,9.613588,33.659771,36.192757,42.136864,0.207536,0.261769,70.000977,31.223633,100.666084,25.99538,30.520859,3061042,0.143833,0.025842,0,2242.954834,2242.954834
305.3,51.365051,-439.185974,1412.600342,-138615.625,1.014287,1,1,1,0.008576,0,0,0,0,0,0,0,0,0,1.666932E+7,9.613588,33.659771,36.192757,42.136864,0.207536,0.261769,70.000977,31.223633,100.666084,25.995667,30.529869,3060197,0.143833,0.017507,0,3564.225342,3564.225342
305.4,51.185699,-3.224394,1355.387207,-159628.328125,1.013806,1,1,1,0.008467,0,0,0,0,0,0,0,0,0,1.665503E+7,9.611335,33.670147,36.208736,42.13311,0.207938,0.259937,70.000977,31.223633,100.666084,25.995667,30.529869,3063012,0.143833,0.009624,0,3767.628418,3767.628418
305.5,51.400818,-278.760345,1397.277466,-150623.203125,1.014143,1,1,1,0.008578,0,0,0,0,0,0,0,0,0,1.668375E+7,9.620347,33.670147,36.203411,42.048061,0.20941,0.261311,70.000977,31.223633,100.666084,26.004059,30.514853,3065353,0.143833,0.019638,0,1590.405273,3043.89624
305.6,51.199329,-311.954926,1366.804565,-158806.109375,1.014436,1,1,1,0.008597,0,0,0,0,0,0,0,0,0,1.671679E+7,9.608519,33.671875,36.206963,42.141869,0.207536,0.261006,70.000977,31.223633,100.666084,26.004726,30.517605,3059229,0.143833,0.010029,0,273.131989,295.884033
305.7,51.429893,-148.124054,1290.543945,-155068.390625,1.014461,1,1,1,0.008658,0,0,0,0,0,0,0,0,0,1.672867E+7,9.620347,33.658039,36.215839,42.08432,0.207938,0.261311,70.006836,31.228516,100.666084,26.007683,30.517605,3059120,0.143833,0.027516,0,3763.068359,3763.068359
305.8,51.175358,-160.076401,1318.986572,-162720.75,1.01366,1,1,1,0.008735,0,0,0,0,0,0,0,0,0,1.672332E+7,9.614433,33.656311,36.210514,42.075569,0.208607,0.261921,70.006836,31.228516,100.666084,26.004631,30.516354,3057348,0.143833,0.026239,0,2933.501221,2933.501221
305.9,51.247578,-460.46106,1408.930542,-146663.125,1.013695,1,1,1,0.008663,0,0,0,0,0,0,0,0,0,1.668585E+7,9.611053,33.654583,36.212288,42.1231,0.207938,0.262379,70.006836,31.228516,100.666084,26.002247,30.52453,3061043,0.143833,0.018971,0,1854.73877,1854.73877
306,51.186535,-78.773949,1272.202393,-170400.515625,1.014375,1,1,1,0.008623,0,0,0,0,0,0,0,0,0,1.667196E+7,9.611053,33.675335,36.205185,42.140617,0.207536,0.2607,70.006836,31.228516,100.666084,25.997669,30.52453,3056755,0.143833,0.013849,0,1683.445679,1683.445679
306.1,51.34565,-50.782845,1240.855835,-170659,1.013854,1,1,1,0.008702,0,0,0,0,0,0,0,0,0,1.666076E+7,9.621474,33.673603,36.198082,42.075569,0.208071,0.262074,70.006836,31.228516,100.666084,26.002438,30.526949,3054896,0.143833,0.018648,0,2702.30835,3236.946289
306.2,51.408409,-388.542725,1368.116699,-155004.234375,1.013923,1,1,1,0.008826,0,0,0,0,0,0,0,0,0,1.666927E+7,9.612743,33.666687,36.206963,42.145622,0.208339,0.261616,70.006836,31.228516,100.666084,25.998528,30.520443,3053870,0.143833,0.017217,0,4170.513672,4170.513672
306.3,51.351677,-257.993896,1409.040894,-138947.28125,1.013803,1,1,1,0.009163,0,0,0,0,0,0,0,0,0,1.665885E+7,9.614433,33.675335,36.198082,42.104332,0.206733,0.261311,70.006836,31.228516,100.666084,25.99786,30.520443,3053640,0.143833,0.020657,0,2473.422607,2473.422607
306.4,51.360909,-372.765808,1394.436279,-155362.75,1.014625,1,1,1,0.009294,0,0,0,0,0,0,0,0,0,1.66771E+7,9.616968,33.661499,36.215839,42.040562,0.208607,0.261769,70.006836,31.228516,100.666084,25.997192,30.525448,3057906,0.143833,0.035425,0,3279.151123,3279.151123
306.5,51.524448,-950.826233,1508.955566,-148653.578125,1.014437,1,1,1,0.009373,0,0,0,0,0,0,0,0,0,1.666951E+7,9.608519,33.663227,36.205185,42.061813,0.208071,0.261616,70.006836,31.228516,100.666084,25.997192,30.523195,3054667,0.143833,0.029994,0,4270.770508,4270.770508
306.6,51.457314,-608.920227,1477.414795,-138376.6875,1.014799,1,1,1,0.009423,0,0,0,0,0,0,0,0,0,1.667656E+7,9.607392,33.652855,36.217617,42.064316,0.208607,0.2607,69.922852,31.234375,100.666084,26.003487,30.523195,3054899,0.143833,0.007268,0,3163.119385,3163.119385
306.7,51.505543,-552.705322,1476.119385,-141788.078125,1.014971,1,1,1,0.009363,0,0,0,0,0,0,0,0,0,1.66797E+7,9.61218,33.663227,36.206963,42.121849,0.208473,0.261463,69.922852,31.234375,100.666084,26.005203,30.518024,3052042,0.143833,0.020976,0,3552.96167,6058.406738
306.8,51.484543,-572.808289,1472.612671,-126510.875,1.015588,1,1,1,0.009408,0,0,0,0,0,0,0,0,0,1.667341E+7,9.61049,33.654583,36.208736,42.113091,0.208339,0.261311,69.922852,31.234375,100.666084,26.005203,30.518024,3051343,0.143833,0.009597,0,3005.214111,3005.214111
306.9,51.412712,-852.301941,1450.494141,-150619.21875,1.015237,1,1,1,0.009554,0,0,0,0,0,0,0,0,0,1.667217E+7,9.612461,33.661499,36.201633,42.093075,0.208875,0.261158,69.922852,31.234375,100.666084,25.993473,30.521027,3056118,0.143833,0.017069,0,2196.737305,2196.737305
307,51.657921,-1334.715698,1600.032715,-136987.3125,1.014913,1,1,1,0.009564,0,0,0,0,0,0,0,0,0,1.667962E+7,9.609645,33.666687,36.217617,42.129356,0.207804,0.260243,69.922852,31.234375,100.666084,26.003391,30.519192,3060631,0.143833,0.024216,0,4123.060547,7818.859863
307.1,51.428497,-695.870972,1472.035645,-139836.78125,1.014402,1,1,1,0.009469,0,0,0,0,0,0,0,0,0,1.66722E+7,9.618094,33.682251,36.198082,42.059315,0.208875,0.261158,69.922852,31.234375,100.666084,26.002533,30.519192,3055494,0.143833,0.021157,0,2536.382568,2536.382568
307.2,51.455406,-551.170227,1484.075073,-140135.484375,1.014019,1,1,1,0.009426,0,0,0,0,0,0,0,0,0,1.667148E+7,9.608519,33.663227,36.201633,42.104332,0.207938,0.261311,69.922852,31.234375,100.666084,26.007587,30.515436,3060330,0.143833,0.019721,0,3709.197266,3709.197266
307.3,51.447533,-739.440369,1499.249512,-148798.921875,1.014182,1,1,1,0.009281,0,0,0,0,0,0,0,0,0,1.667864E+7,9.610209,33.663227,36.212288,42.060562,0.208205,0.262226,69.922852,31.234375,100.666084,26.001961,30.517939,3062976,0.143833,0.024224,0,2819.920898,2819.920898
307.4,51.138191,-362.017456,1362.82373,-153933.109375,1.013779,1,1,1,0.009157,0,0,0,0,0,0,0,0,0,1.667473E+7,9.61218,33.661499,36.214066,42.106834,0.208339,0.262379,69.922852,31.234375,100.666084,25.999672,30.517939,3057450,0.143833,0.023989,0,1939.104248,1939.104248
307.5,51.394043,-360.391327,1417.862305,-132194.5625,1.013673,1,1,1,0.008983,0,0,0,0,0,0,0,0,0,1.668475E+7,9.611335,33.673603,36.194534,42.085571,0.208205,0.262531,69.922852,31.234375,100.666084,25.999195,30.512768,3057288,0.143833,0.022265,0,1674.417114,1674.417114
307.6,51.387554,-442.163635,1502.083496,-137650.421875,1.013587,1,1,1,0.008964,0,0,0,0,0,0,0,0,0,1.668465E+7,9.611616,33.664959,36.212288,42.146873,0.208071,0.2607,69.871094,31.226562,100.666084,25.999195,30.516521,3056971,0.143833,0.021884,0,1856.061279,1856.061279
307.7,51.381653,-646.229431,1507.639404,-133246.859375,1.012965,1,1,1,0.008943,0,0,0,0,0,0,0,0,0,1.66725E+7,9.61387,33.663227,36.210514,42.093075,0.208205,0.262379,69.871094,31.226562,100.666084,25.999481,30.516521,3057567,0.143833,0.021246,0,3596.330078,3596.330078
307.8,51.342918,-328.188721,1379.133545,-150189.34375,1.012352,1,1,1,0.008967,0,0,0,0,0,0,0,0,0,1.666744E+7,9.619784,33.663227,36.205185,42.1231,0.207938,0.261006,69.871094,31.226562,100.666084,25.994427,30.516937,3056005,0.143833,0.012471,0,4119.608887,4119.608887
307.9,51.355347,-756.988831,1454.059204,-148123.953125,1.012762,1,1,1,0.008994,0,0,0,0,0,0,0,0,0,1.667199E+7,9.610209,33.659771,36.201633,42.139366,0.207268,0.262531,69.871094,31.226562,100.666084,25.994427,30.520023,3061236,0.143833,0.012654,0,4089.307373,4470.922852
308,51.218201,-507.033905,1470.348389,-136242.84375,1.012767,1,1,1,0.00907,0,0,0,0,0,0,0,0,0,1.667114E+7,9.611053,33.664959,36.214066,42.113091,0.207268,0.261158,69.871094,31.226562,100.666084,25.994236,30.520023,3059019,0.143833,0.027946,0,2684.088135,2684.088135
308.1,51.260075,-684.456299,1335.53186,-154159.25,1.013037,1,1,1,0.008987,0,0,0,0,0,0,0,0,0,1.667604E+7,9.608519,33.677063,36.19986,42.110588,0.207938,0.261311,69.871094,31.226562,100.666084,26.002247,30.516605,3061156,0.143833,0.020033,0,2663.470215,2663.470215
308.2,51.375549,-481.51123,1376.670654,-154852.9375,1.01334,1,1,1,0.00884,0,0,0,0,0,0,0,0,0,1.669561E+7,9.60711,33.658039,36.198082,42.108086,0.207402,0.259785,69.871094,31.226562,100.666084,26.002247,30.516605,3059078,0.143833,0.031006,0,3739.408936,5136.512207
308.3,51.466164,-721.325256,1496.216064,-134131.40625,1.013348,1,1,1,0.008741,0,0,0,0,0,0,0,0,0,1.670831E+7,9.61387,33.666687,36.198082,42.144371,0.208741,0.260853,69.871094,31.226562,100.666084,25.996334,30.525196,3056146,0.143833,0.018777,0,2593.291504,5410.174316
